source,target,count
Japan,Algeria,69
Algeria,Jordan,5
Jordan,Algeria,5
Algeria,Kazakhstan,123
Kazakhstan,Algeria,123
Algeria,Kyrgyzstan,10
Kyrgyzstan,Algeria,10
Algeria,Latvia,6
Latvia,Algeria,6
Algeria,Lithuania,45
Lithuania,Algeria,45
Algeria,Luxembourg,7
Luxembourg,Algeria,7
Algeria,Macao,2
Macao,Algeria,2
Algeria,Malaysia,42
Malaysia,Algeria,42
Algeria,Mexico,8
Mexico,Algeria,8
Algeria,Moldova,7
Moldova,Algeria,7
Algeria,Mongolia,7
Mongolia,Algeria,7
Algeria,Netherlands,67
Netherlands,Algeria,67
Algeria,New zealand,15
New zealand,Algeria,15
Algeria,Nigeria,5
Nigeria,Algeria,5
Algeria,North macedonia,2
North macedonia,Algeria,2
Algeria,Norway,60
Norway,Algeria,60
Algeria,Pakistan,30
Pakistan,Algeria,30
Algeria,Philippines,2
Philippines,Algeria,2
Algeria,Poland,49
Poland,Algeria,49
Algeria,Portugal,19
Portugal,Algeria,19
Algeria,Qatar,4
Qatar,Algeria,4
Algeria,Romania,22
Romania,Algeria,22
Algeria,Russian federation,527
Russian federation,Algeria,527
Algeria,Saudi arabia,2
Saudi arabia,Algeria,2
Algeria,School of architecture,1
School of architecture,Algeria,1
Algeria,School of humanities and social sciences,1
School of humanities and social sciences,Algeria,1
Algeria,Serbia,3
Serbia,Algeria,3
Algeria,Singapore,22
Singapore,Algeria,22
Algeria,Slovakia,15
Slovakia,Algeria,15
Algeria,Slovenia,7
Slovenia,Algeria,7
Algeria,Soas,3
Soas,Algeria,3
Algeria,South africa,26
South africa,Algeria,26
Algeria,South korea,40
South korea,Algeria,40
Algeria,Spain,38
Spain,Algeria,38
Algeria,Sweden,128
Sweden,Algeria,128
Algeria,Switzerland,49
Switzerland,Algeria,49
Algeria,Taiwan,5
Taiwan,Algeria,5
Algeria,Tajikistan,13
Tajikistan,Algeria,13
Algeria,Texas aandm university-corpus christi,1
Texas aandm university-corpus christi,Algeria,1
Algeria,The new school for social research,2
The new school for social research,Algeria,2
Algeria,Turkey,41
Turkey,Algeria,41
Algeria,Ukraine,70
Ukraine,Algeria,70
Algeria,United arab emirates,12
United arab emirates,Algeria,12
Algeria,United kingdom,728
United kingdom,Algeria,728
Algeria,United states,1420
United states,Algeria,1420
Algeria,University of bologna,2
University of bologna,Algeria,2
Algeria,University of london,1
University of london,Algeria,1
Algeria,University of minnesota,2
University of minnesota,Algeria,2
Algeria,University of nantes,1
University of nantes,Algeria,1
Algeria,University of pittsburgh,1
University of pittsburgh,Algeria,1
Algeria,Uzbekistan,5
Uzbekistan,Algeria,5
Algeria,Viet nam,4
Viet nam,Algeria,4
Algeria,empty,866
empty,Algeria,866
Allameh tabatabaei university,Denmark,5
Denmark,Allameh tabatabaei university,5
Allameh tabatabaei university,Ireland,1
Ireland,Allameh tabatabaei university,1
Allameh tabatabaei university,Russian federation,6
Russian federation,Allameh tabatabaei university,6
Allameh tabatabaei university,United kingdom,13
United kingdom,Allameh tabatabaei university,13
Allameh tabatabaei university,United states,11
United states,Allameh tabatabaei university,11
Allameh tabatabaei university,empty,8
empty,Allameh tabatabaei university,8
Almaty,Almaty,10
Almaty,Australia,5
Australia,Almaty,5
Almaty,Canada,5
Canada,Almaty,5
Almaty,China,5
China,Almaty,5
Almaty,Finland,5
Finland,Almaty,5
Almaty,Kazakhstan,75
Kazakhstan,Almaty,75
Almaty,Russian federation,45
Russian federation,Almaty,45
Almaty,Sweden,5
Sweden,Almaty,5
Almaty,United kingdom,15
United kingdom,Almaty,15
Almaty,United states,15
United states,Almaty,15
Almaty,empty,25
empty,Almaty,25
American university of central asia,Argentina,3
Argentina,American university of central asia,3
American university of central asia,Armenia,15
Armenia,American university of central asia,15
American university of central asia,Australia,104
Australia,American university of central asia,104
American university of central asia,Austria,22
Austria,American university of central asia,22
American university of central asia,Azad university,1
Azad university,American university of central asia,1
American university of central asia,Azerbaijan,22
Azerbaijan,American university of central asia,22
American university of central asia,Bangladesh,3
Bangladesh,American university of central asia,3
American university of central asia,Belarus,9
Belarus,American university of central asia,9
American university of central asia,Belgium,27
Belgium,American university of central asia,27
American university of central asia,Berliner kolleg fur vergleichende geschichte europas,1
Berliner kolleg fur vergleichende geschichte europas,American university of central asia,1
American university of central asia,Bosnia and herzegovina,1
Bosnia and herzegovina,American university of central asia,1
American university of central asia,Brazil,7
Brazil,American university of central asia,7
American university of central asia,Bulgaria,4
Bulgaria,American university of central asia,4
American university of central asia,Cameroon,4
Cameroon,American university of central asia,4
American university of central asia,Canada,117
Canada,American university of central asia,117
American university of central asia,Canada (fax: +1 613 788 4064),1
Canada (fax: +1 613 788 4064),American university of central asia,1
American university of central asia,Chile,4
Chile,American university of central asia,4
American university of central asia,China,49
China,American university of central asia,49
American university of central asia,Cnrs paris-berlin,1
Cnrs paris-berlin,American university of central asia,1
American university of central asia,Colombia,1
Colombia,American university of central asia,1
American university of central asia,Croatia,1
Croatia,American university of central asia,1
American university of central asia,Cuba,3
Cuba,American university of central asia,3
American university of central asia,Cyprus,2
Cyprus,American university of central asia,2
American university of central asia,Czech republic,54
Czech republic,American university of central asia,54
American university of central asia,Denmark,23
Denmark,American university of central asia,23
American university of central asia,Egypt,1
Egypt,American university of central asia,1
American university of central asia,Estonia,57
Estonia,American university of central asia,57
American university of central asia,Finland,77
Finland,American university of central asia,77
American university of central asia,France,65
France,American university of central asia,65
American university of central asia,Freie universität berlin,1
Freie universität berlin,American university of central asia,1
American university of central asia,Geographisches institut der universität innsbruck,1
Geographisches institut der universität innsbruck,American university of central asia,1
American university of central asia,Georgetown university,1
Georgetown university,American university of central asia,1
American university of central asia,Georgia,27
Georgia,American university of central asia,27
American university of central asia,German multinational company,1
German multinational company,American university of central asia,1
American university of central asia,Germany,254
Germany,American university of central asia,254
American university of central asia,Greece,13
Greece,American university of central asia,13
American university of central asia,Hong kong,16
Hong kong,American university of central asia,16
American university of central asia,Humboldt university,1
Humboldt university,American university of central asia,1
American university of central asia,Hungary,30
Hungary,American university of central asia,30
American university of central asia,Independent researcher,1
Independent researcher,American university of central asia,1
American university of central asia,India,34
India,American university of central asia,34
American university of central asia,Indonesia,1
Indonesia,American university of central asia,1
American university of central asia,Institut für ge-schichtswissenschaften & europäische ethnologie,1
Institut für ge-schichtswissenschaften & europäische ethnologie,American university of central asia,1
American university of central asia,Institute of political sciences at ilia state university,1
Institute of political sciences at ilia state university,American university of central asia,1
American university of central asia,Iran,20
Iran,American university of central asia,20
American university of central asia,Ireland,27
Ireland,American university of central asia,27
American university of central asia,Islamic azad university,3
Islamic azad university,American university of central asia,3
American university of central asia,Israel,63
Israel,American university of central asia,63
American university of central asia,Italy,64
Italy,American university of central asia,64
American university of central asia,Japan,35
Japan,American university of central asia,35
American university of central asia,Kazakhstan,223
Kazakhstan,American university of central asia,223
American university of central asia,Kuwait,1
Kuwait,American university of central asia,1
American university of central asia,Kyrgyzstan,38
Kyrgyzstan,American university of central asia,38
American university of central asia,Latvia,8
Latvia,American university of central asia,8
American university of central asia,Lithuania,42
Lithuania,American university of central asia,42
American university of central asia,Luxembourg,2
Luxembourg,American university of central asia,2
American university of central asia,Macao,1
Macao,American university of central asia,1
American university of central asia,Malaysia,14
Malaysia,American university of central asia,14
American university of central asia,Mexico,4
Mexico,American university of central asia,4
American university of central asia,Moldova,4
Moldova,American university of central asia,4
American university of central asia,Monaco,1
Monaco,American university of central asia,1
American university of central asia,Mongolia,4
Mongolia,American university of central asia,4
American university of central asia,Montenegro,2
Montenegro,American university of central asia,2
American university of central asia,Morocco,1
Morocco,American university of central asia,1
American university of central asia,Netherlands,68
Netherlands,American university of central asia,68
American university of central asia,New zealand,10
New zealand,American university of central asia,10
American university of central asia,Nigeria,7
Nigeria,American university of central asia,7
American university of central asia,North macedonia,1
North macedonia,American university of central asia,1
American university of central asia,Norway,48
Norway,American university of central asia,48
American university of central asia,Pakistan,14
Pakistan,American university of central asia,14
American university of central asia,Peru,1
Peru,American university of central asia,1
American university of central asia,Philippines,2
Philippines,American university of central asia,2
American university of central asia,Poland,52
Poland,American university of central asia,52
American university of central asia,Portugal,11
Portugal,American university of central asia,11
American university of central asia,Qatar,3
Qatar,American university of central asia,3
American university of central asia,Rand drug policy research center,1
Rand drug policy research center,American university of central asia,1
American university of central asia,Republic of karachai-cherkessia,1
Republic of karachai-cherkessia,American university of central asia,1
American university of central asia,Romania,18
Romania,American university of central asia,18
American university of central asia,Russian federation,398
Russian federation,American university of central asia,398
American university of central asia,Saudi arabia,1
Saudi arabia,American university of central asia,1
American university of central asia,Senegal,1
Senegal,American university of central asia,1
American university of central asia,Serbia,3
Serbia,American university of central asia,3
American university of central asia,Singapore,17
Singapore,American university of central asia,17
American university of central asia,Slovakia,17
Slovakia,American university of central asia,17
American university of central asia,Slovenia,8
Slovenia,American university of central asia,8
American university of central asia,Soas,1
Soas,American university of central asia,1
American university of central asia,South africa,6
South africa,American university of central asia,6
American university of central asia,South korea,15
South korea,American university of central asia,15
American university of central asia,Spain,19
Spain,American university of central asia,19
American university of central asia,Sweden,88
Sweden,American university of central asia,88
American university of central asia,Switzerland,41
Switzerland,American university of central asia,41
American university of central asia,Taiwan,3
Taiwan,American university of central asia,3
American university of central asia,Tajikistan,1
Tajikistan,American university of central asia,1
American university of central asia,Thailand,1
Thailand,American university of central asia,1
American university of central asia,The new school for social research,2
The new school for social research,American university of central asia,2
American university of central asia,Trinidad and tobago,1
Trinidad and tobago,American university of central asia,1
American university of central asia,Tunisia,1
Tunisia,American university of central asia,1
American university of central asia,Turkey,52
Turkey,American university of central asia,52
American university of central asia,Turkmenistan,1
Turkmenistan,American university of central asia,1
American university of central asia,U.s. naval academy,1
U.s. naval academy,American university of central asia,1
American university of central asia,Ukraine,69
Ukraine,American university of central asia,69
American university of central asia,United arab emirates,3
United arab emirates,American university of central asia,3
American university of central asia,United kingdom,528
United kingdom,American university of central asia,528
American university of central asia,United states,1127
United states,American university of central asia,1127
American university of central asia,University of birmingham,1
University of birmingham,American university of central asia,1
American university of central asia,University of florida,1
University of florida,American university of central asia,1
American university of central asia,University of london,1
University of london,American university of central asia,1
American university of central asia,University of minnesota,2
University of minnesota,American university of central asia,2
American university of central asia,University of pittsburgh,1
University of pittsburgh,American university of central asia,1
American university of central asia,University of tarbiat modares,1
