id, label, degree
diffusion,diffusion,11
eu enlargement,eu enlargement,11
state policy,state policy,11
game theory,game theory,11
depression,depression,11
emerging markets,emerging markets,11
democratic transition,democratic transition,11
dystopia,dystopia,11
history of russia,history of russia,11
post-colonialism,post-colonialism,11
water resources,water resources,11
europeanisation,europeanisation,11
village,village,11
rural development,rural development,11
olympics,olympics,11
vulnerability,vulnerability,11
mennonites,mennonites,11
communists,communists,11
schools,schools,11
displaced persons,displaced persons,11
united states of america,united states of america,11
odessa,odessa,11
balancing,balancing,11
post-soviet culture,post-soviet culture,11
homosexuality,homosexuality,11
state building,state building,11
ethnology,ethnology,11
parody,parody,11
sociolinguistics,sociolinguistics,11
bibliography,bibliography,11
spatial development,spatial development,11
america,america,11
cultural cold war,cultural cold war,11
domestication,domestication,11
motivation,motivation,11
baltics,baltics,11
decommunization,decommunization,11
classical studies,classical studies,11
kalmyk autonomous oblast,kalmyk autonomous oblast,11
dprk,dprk,11
equality,equality,11
national archives of the republic of tuva,national archives of the republic of tuva,11
diversity,diversity,10
nuclear war,nuclear war,10
russian academy of sciences,russian academy of sciences,10
collective action,collective action,10
ilyenkov,ilyenkov,10
pamirs,pamirs,10
socio-economic development,socio-economic development,10
transition countries,transition countries,10
urbanism,urbanism,10
human geography,human geography,10
market,market,10
jewish,jewish,10
kazakh,kazakh,10
bishkek,bishkek,10
the caucasus,the caucasus,10
eurasian economic union (eaeu),eurasian economic union (eaeu),10
language ideologies,language ideologies,10
negotiations,negotiations,10
cyprus,cyprus,10
command economy,command economy,10
soviet archaeology,soviet archaeology,10
the russian empire,the russian empire,10
shadow economy,shadow economy,10
strategic partnership,strategic partnership,10
semantics,semantics,10
baptists,baptists,10
rural,rural,10
urban,urban,10
kaliningrad,kaliningrad,10
symbolic capital,symbolic capital,10
young people,young people,10
biological weapons,biological weapons,10
cluster analysis,cluster analysis,10
ethnic germans,ethnic germans,10
cultural history,cultural history,10
cultural studies,cultural studies,10
ngo,ngo,10
alcohol consumption,alcohol consumption,10
church-state relations,church-state relations,10
russian media,russian media,10
karabakh,karabakh,10
criticism,criticism,10
gramsci,gramsci,10
cultural geography,cultural geography,10
psychiatry,psychiatry,10
spirituality,spirituality,10
surveillance,surveillance,10
identification,identification,10
siege of leningrad,siege of leningrad,10
area studies,area studies,10
paternalism,paternalism,10
bilateral relations,bilateral relations,10
professionalism,professionalism,10
symbols,symbols,10
ural,ural,10
color revolutions,color revolutions,10
language contact,language contact,10
standards,standards,10
consumer culture,consumer culture,10
angola,angola,10
radio,radio,10
soviet linguistics,soviet linguistics,10
post-soviet cinema,post-soviet cinema,10
otherness,otherness,10
self-rated health,self-rated health,10
the far east,the far east,10
unrecognized states,unrecognized states,10
uncertainty,uncertainty,10
emotion,emotion,10
social development,social development,10
history of ideas,history of ideas,10
ideas,ideas,10
urbanisation,urbanisation,10
ronald reagan,ronald reagan,10
turkish foreign policy,turkish foreign policy,10
chinese foreign policy,chinese foreign policy,10
new media,new media,10
language attitudes,language attitudes,10
democracy promotion,democracy promotion,10
people's republic of china,people's republic of china,10
new public management,new public management,10
social work,social work,10
political strategy,political strategy,10
churchill,churchill,10
warfare,warfare,10
kola peninsula,kola peninsula,10
statistics,statistics,10
political theory,political theory,10
intercultural communication,intercultural communication,10
colour revolutions,colour revolutions,10
minority,minority,10
poles,poles,10
scientific atheism,scientific atheism,10
performativity,performativity,10
ukrainian nationalism,ukrainian nationalism,10
non-aligned movement,non-aligned movement,10
ontology,ontology,10
cartography,cartography,10
method,method,10
republic of kazakhstan,republic of kazakhstan,10
apartheid,apartheid,10
labor migrants,labor migrants,10
ethnic structure,ethnic structure,10
bibliometrics,bibliometrics,10
religious freedom,religious freedom,10
status,status,10
popular front,popular front,10
land,land,10
administration,administration,10
solzhenitsyn,solzhenitsyn,10
death,death,10
ego-documents,ego-documents,10
enlargement,enlargement,10
disintegration,disintegration,10
alcoholism,alcoholism,10
borderland,borderland,10
ostpolitik,ostpolitik,10
adolescence,adolescence,10
great powers,great powers,10
1917,1917,10
kiev,kiev,10
social security,social security,10
ballistic missiles,ballistic missiles,10
trotsky,trotsky,10
dialogue,dialogue,10
exhibition,exhibition,10
urban environment,urban environment,10
soviet avant-garde,soviet avant-garde,10
sexual violence,sexual violence,10
oriental studies,oriental studies,10
mapping,mapping,10
hunting,hunting,10
west germany,west germany,10
classification,classification,10
working class,working class,10
journals,journals,10
comparative studies,comparative studies,10
conspiracy theories,conspiracy theories,10
russian north,russian north,10
eisenstein,eisenstein,10
visual culture,visual culture,10
navy,navy,10
border studies,border studies,10
positivism,positivism,10
transformations,transformations,10
postmemory,postmemory,10
catholic church,catholic church,10
mass housing,mass housing,10
roman catholic church,roman catholic church,10
people’s republic of china,people’s republic of china,10
diaries,diaries,10
federation,federation,10
traditionalism,traditionalism,10
fake news,fake news,10
xi jinping,xi jinping,10
anthropocene,anthropocene,10
film studies,film studies,10
history of everyday life,history of everyday life,10
memories,memories,10
council for religious affairs,council for religious affairs,10
soviet children’s literature,soviet children’s literature,10
irkutsk,irkutsk,10
land use change,land use change,9
strategic stability,strategic stability,9
volunteering,volunteering,9
policy transfer,policy transfer,9
subjective well-being,subjective well-being,9
global history,global history,9
birth rate,birth rate,9
e-government,e-government,9
comparative politics,comparative politics,9
ethnic nationalism,ethnic nationalism,9
social democracy,social democracy,9
restructuring,restructuring,9
alliances,alliances,9
public relations,public relations,9
stability,stability,9
audience,audience,9
ukraine crisis,ukraine crisis,9
lviv,lviv,9
empowerment,empowerment,9
resources,resources,9
land-use change,land-use change,9
romanticism,romanticism,9
chemical weapons,chemical weapons,9
cooperative threat reduction,cooperative threat reduction,9
homo sovieticus,homo sovieticus,9
traditional islam,traditional islam,9
gender studies,gender studies,9
the eu,the eu,9
sociology of professions,sociology of professions,9
symbolism,symbolism,9
latvian literature,latvian literature,9
soviet colonialism,soviet colonialism,9
popular music,popular music,9
nuclear weapon,nuclear weapon,9
soviet identity,soviet identity,9
individual,individual,9
responsibility,responsibility,9
eugenics,eugenics,9
family policy,family policy,9
editing,editing,9
protestantism,protestantism,9
antiquity,antiquity,9
reindeer husbandry,reindeer husbandry,9
trotskyism,trotskyism,9
extremism,extremism,9
symbolic politics,symbolic politics,9
soviet model,soviet model,9
post-soviet georgia,post-soviet georgia,9
kim il sung,kim il sung,9
language politics,language politics,9
technologies,technologies,9
publications,publications,9
urban population,urban population,9
prostitution,prostitution,9
soviet diplomacy,soviet diplomacy,9
restoration,restoration,9
mao,mao,9
de facto state,de facto state,9
alcohol use,alcohol use,9
cambodia,cambodia,9
qualitative research,qualitative research,9
urban studies,urban studies,9
income inequality,income inequality,9
social integration,social integration,9
domestic violence,domestic violence,9
analysis,analysis,9
public education,public education,9
v.i. lenin,v.i. lenin,9
international system,international system,9
